ENSEMBL,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000257000.1,RP13-820C6.2,2.387643158,-0.599852469,2.24537938,-0.267149718,0.789353888,0.885811701
ENSG00000212864.3,RNF208,160.0230858,0.599904683,0.388695054,1.543381312,0.122738285,0.276751482
ENSG00000224531.5,SMIM13,280.2015888,0.599959985,0.337711496,1.776545934,0.075642978,0.197398529
ENSG00000237513.1,RP11-325F22.2,3.716718589,0.600022056,1.132921335,0.529623759,0.596372818,0.759539718
ENSG00000237399.7,PITRM1-AS1,47.51926239,-0.600039426,0.686568218,-0.873969127,0.382135067,0.584778419
ENSG00000223804.5,CH17-472G23.2,153.1809587,0.600044169,0.419878297,1.429090701,0.152978166,0.32159074
ENSG00000168427.8,KLHL30,21.92593449,-0.60012749,0.742104764,-0.808682977,0.418697522,0.618234709
ENSG00000205352.10,PRR13,3622.744184,-0.600231817,0.330744021,-1.814792645,0.069555781,0.185928631
ENSG00000198914.3,POU3F3,2318.12601,0.600326693,0.386595224,1.552855947,0.120457553,0.27324436
ENSG00000271366.1,AC002128.5,3.206761042,-0.600402302,0.890695308,-0.674082704,0.500258735,0.687503796
ENSG00000112379.8,ARFGEF3,592.831237,0.600464109,0.604281356,0.993682997,0.320377223,0.523682664
ENSG00000108244.16,KRT23,12.77937351,0.600531471,0.767231072,0.782725691,0.433788212,0.632028815
ENSG00000183655.12,KLHL25,233.7029852,-0.600692649,0.359194577,-1.672332179,0.094458838,0.23042364
ENSG00000224888.4,RP5-1142A6.2,10.39990878,-0.600769021,0.659886718,-0.910412355,0.362605085,0.565892346
ENSG00000257642.1,KCCAT198,4.141592462,-0.600790272,1.458309911,-0.411977089,0.680356216,0.818662716
ENSG00000279345.1,RP3-522J7.7,6.362180533,-0.600852176,0.656799732,-0.914817937,0.360287216,0.563610008
ENSG00000196188.10,CTSE,5.667009432,-0.600895843,1.253088032,-0.479532026,0.63156019,0.784689136
ENSG00000138496.16,PARP9,841.3850723,0.600927365,0.354313564,1.696032628,0.089879701,0.222798244
ENSG00000163322.13,FAM175A,194.5177375,-0.600983561,0.405894328,-1.48064045,0.13870241,0.301581676
ENSG00000188765.7,TMSB4XP2,3.405741219,-0.601107322,0.782247531,-0.768436203,0.442228079,0.639620143
ENSG00000067048.16,DDX3Y,1157.638339,-0.601227334,1.61077014,-0.373254581,0.708958977,0.83647643
ENSG00000136717.14,BIN1,1986.79085,0.601255551,0.603919428,0.995589019,0.319449872,0.522937131
ENSG00000086232.12,EIF2AK1,2687.632143,0.601293509,0.187207306,3.211912624,0.001318545,0.008332141
ENSG00000261656.5,BEAN1-AS1,6.628505471,0.601296786,0.826792387,0.727264541,0.467063916,0.659976179
ENSG00000100124.14,ANKRD54,523.5608762,-0.601339881,0.181214771,-3.318382254,0.000905405,0.006143985
ENSG00000277304.1,RP11-989E6.13,2.97528984,-0.601385809,1.119316302,-0.537279594,0.591074498,0.755677995
ENSG00000280378.1,RP4-758J24.6,18.99995133,-0.601426271,0.538118188,-1.117647172,0.263717713,0.463060068
ENSG00000169291.9,SHE,305.4808141,-0.60147901,0.715198968,-0.840995355,0.400350537,0.601321836
ENSG00000213793.5,ZNF888,393.6398889,-0.601562177,0.48578989,-1.238317612,0.215598316,0.406128211
ENSG00000175548.8,ALG10B,435.7599151,0.601606753,0.349691125,1.720394685,0.085360723,0.214803931
ENSG00000228021.7,RP11-383C5.3,5.473753777,0.601694044,0.855298316,0.70349027,0.481750268,0.672369777
ENSG00000241288.7,RP11-379B18.5,110.5938113,0.601699746,0.53335735,1.128136221,0.259262394,0.458135049
ENSG00000164078.12,MST1R,62.54931309,-0.601707393,0.539831521,-1.114620711,0.265012991,0.464591981
ENSG00000213785.3,AKR1B1P3,2.997133194,-0.601767709,1.279835719,-0.470191369,0.6382183,0.789043
ENSG00000275709.1,RP11-96O20.5,4.362744626,0.601821943,1.233609745,0.487854401,0.625652975,0.781119627
ENSG00000223396.2,RP11-134G8.5,66.12588077,0.601848725,0.512942412,1.17332611,0.240665055,0.436894333
ENSG00000139505.11,MTMR6,631.0498353,-0.601885912,0.263330367,-2.285668448,0.022273662,0.07910525
ENSG00000096696.13,DSP,2873.141589,0.601920076,0.684685308,0.87911931,0.379336589,0.582112573
ENSG00000247993.2,FOXD1-AS1,21.94500676,0.602069568,0.701751616,0.857952522,0.390918681,0.592330357
ENSG00000213015.8,ZNF580,534.7492334,-0.602081257,0.305698271,-1.969527848,0.048892508,0.143020366
ENSG00000172725.13,CORO1B,1337.170226,0.602224262,0.190819145,3.155994968,0.001599516,0.009725444
ENSG00000264290.1,RP11-68I3.4,3.134366021,0.602300871,0.825491286,0.729627171,0.465618109,0.658790787
ENSG00000170632.13,ARMC10,854.7347428,0.602323394,0.22900154,2.630215477,0.008533076,0.037649739
ENSG00000178104.19,PDE4DIP,1934.467915,-0.60257359,0.410952977,-1.466283549,0.142571055,0.307042962
ENSG00000183682.7,BMP8A,9.302085735,0.602739376,0.597853468,1.008172417,0.313371697,0.516540296
ENSG00000103507.13,BCKDK,1017.795268,0.602744273,0.319032331,1.889288994,0.058853115,0.164124012
ENSG00000138018.17,SELENOI,1113.43787,0.602795396,0.303008595,1.989367322,0.046660674,0.138236374
ENSG00000260844.2,RP11-578F21.9,3.093050092,-0.602807767,1.001401783,-0.601963945,0.547198138,0.723583327
ENSG00000112787.12,FBRSL1,988.5289326,-0.602867338,0.348037949,-1.732188516,0.083240003,0.211162951
ENSG00000255730.5,CTC-435M10.3,414.63841,0.603019404,0.365064726,1.651815037,0.098572262,0.237535462
ENSG00000214111.3,RP1-258N20.3,1.524718933,0.603097184,1.501907898,0.40155404,0.68801226,0.823591092
ENSG00000231074.8,HCG18,735.7914077,-0.603158423,0.337546389,-1.78689046,0.073955195,0.194301811
ENSG00000183576.12,SETD3,1857.188408,-0.603225338,0.301237498,-2.002490862,0.045231965,0.135050602
ENSG00000184588.17,PDE4B,200.2550366,-0.603258288,0.622696512,-0.968783792,0.332653075,0.536419103
ENSG00000141971.12,MVB12A,588.6841746,0.603281801,0.319033274,1.890968281,0.058628579,0.163705593
ENSG00000123700.4,KCNJ2,97.82001363,0.603305307,0.589027614,1.02423943,0.305722199,0.50873316
ENSG00000196428.12,TSC22D2,1275.91864,0.603327392,0.497283426,1.213246533,0.225035578,0.417597269
ENSG00000274460.1,CTD-2649C14.2,57.37547164,0.60341323,0.516313344,1.168695787,0.24252622,0.439155148
ENSG00000158164.6,TMSB15A,25.3267411,0.603488039,0.638381233,0.945341135,0.344484744,0.547991959
ENSG00000185839.3,RP4-592A1.2,9.140718793,-0.60352713,0.819170769,-0.736753742,0.461272119,0.654854904
ENSG00000274423.1,RP11-544O24.2,7.664336288,0.603682487,0.771794876,0.782179962,0.434108819,0.632211275
ENSG00000197961.11,ZNF121,852.8104382,0.603691932,0.319998629,1.88654537,0.0592215,0.164927399
ENSG00000105988.6,NHP2P1,10.27686153,0.603701025,0.597544678,1.010302738,0.31235027,0.515533367
ENSG00000224680.4,PLA2G12AP1,5.363141841,0.603774823,0.80493695,0.750089586,0.453200751,0.648694773
ENSG00000170955.9,PRKCDBP,198.7922532,0.603804705,0.636400798,0.948780559,0.342732232,0.546390723
ENSG00000126351.12,THRA,1071.712455,-0.603912965,0.431563128,-1.399361823,0.161704509,0.333868276
ENSG00000005187.11,ACSM3,999.8040629,-0.603931443,0.430109288,-1.404134855,0.160278696,0.33196271
ENSG00000240509.1,RPL34P18,20.28643325,0.603976205,0.51150505,1.180782486,0.237689143,0.433402206
ENSG00000251580.1,RP11-539L10.3,40.96964902,0.60423399,0.503393785,1.20032072,0.230014806,0.42416017
ENSG00000277806.1,RP11-15A1.8,8.919729326,-0.604420004,0.561771781,-1.075917347,0.281964223,0.482705884
ENSG00000260517.2,RP11-426C22.5,16.07732324,0.604479439,0.750016668,0.805954674,0.420268984,0.619930252
ENSG00000137752.23,CASP1,240.8862071,0.604595596,0.59226988,1.020810978,0.307344002,0.510579568
ENSG00000151474.21,FRMD4A,1022.79573,-0.604601038,0.279110473,-2.166171091,0.030298115,0.099907628
ENSG00000114841.17,DNAH1,619.3032489,-0.604650755,0.294116748,-2.055818849,0.03979998,0.122938443
ENSG00000279594.1,RP11-950C14.10,6.387045005,0.604739468,0.80019012,0.755744733,0.449802258,0.646004333
ENSG00000249353.2,NPM1P27,46.11858995,0.604778641,0.331807047,1.822681725,0.06835161,0.183603132
ENSG00000215283.3,HMGB3P24,6.658578943,-0.604819616,0.73670882,-0.820975125,0.411660438,0.611271787
ENSG00000204282.4,TNRC6C-AS1,166.7871858,-0.604867266,0.372801995,-1.622489349,0.104698612,0.248136754
ENSG00000182545.6,RNASE10,10.92416037,0.604992205,0.483078557,1.252368163,0.210435742,0.399768785
ENSG00000164976.8,KIAA1161,615.6425254,-0.605210105,0.395771495,-1.52919074,0.126217165,0.282135005
ENSG00000171121.16,KCNMB3,81.6485262,-0.605318748,0.525441228,-1.152019893,0.249312899,0.447115148
ENSG00000248265.1,FLJ12825,37.12676963,-0.605574882,0.722170433,-0.838548429,0.40172276,0.60248503
ENSG00000128928.8,IVD,2256.241034,-0.605633595,0.264088189,-2.293300575,0.021830706,0.077867675
ENSG00000253738.1,OTUD6B-AS1,631.7974631,-0.605730781,0.25245449,-2.399366239,0.016423479,0.062526571
ENSG00000074590.13,NUAK1,318.8669056,-0.605736142,0.476161229,-1.272124033,0.203329053,0.390516179
ENSG00000278434.1,RP11-709D24.8,9.296679222,-0.605771676,0.719229638,-0.842250713,0.399647633,0.600701554
ENSG00000273172.1,LINC02091,1.846744738,-0.605779922,1.150750219,-0.526421731,0.59859522,0.76129695
ENSG00000115825.9,PRKD3,929.2813071,0.605810778,0.347177214,1.744961231,0.080991618,0.206832167
ENSG00000198618.5,PPIAP22,606.4342961,0.605813847,0.146147616,4.145218819,3.39E-05,0.000380303
ENSG00000120526.10,NUDCD1,324.5521127,0.605900763,0.288402016,2.10088949,0.035650668,0.113211479
ENSG00000145002.12,FAM86B2,7.466454975,-0.605904038,1.041186242,-0.58193627,0.560609609,0.734353752
ENSG00000204839.8,MROH6,185.6400091,-0.605941817,0.488094462,-1.241443746,0.214441867,0.404957895
ENSG00000243403.1,RP11-330L19.1,34.65538927,0.60594944,0.473604107,1.279442959,0.200741114,0.387272983
ENSG00000143954.12,REG3G,5.089609409,0.605960309,1.729749534,0.350316793,0.726100964,0.847816704
ENSG00000248863.2,RP11-83A24.1,1.619287064,-0.60596777,1.520526181,-0.398525049,0.690243198,0.825362224
ENSG00000085733.15,CTTN,5775.400138,0.605973421,0.240525312,2.519374852,0.011756342,0.04830395
ENSG00000124243.17,BCAS4,406.8550875,0.606071383,0.333619054,1.816656981,0.069269653,0.185314065
ENSG00000217325.2,PRELID1P1,17.91126684,0.60625696,0.513689202,1.180201876,0.237919933,0.433587736
ENSG00000058335.15,RASGRF1,19.01568107,-0.606261692,0.770321579,-0.787024158,0.431267724,0.629952356
ENSG00000279161.1,CTB-12A17.2,4.107313418,-0.606361048,1.286045216,-0.471492791,0.637288867,0.788315387
ENSG00000117758.13,STX12,1108.679396,-0.606436011,0.221528607,-2.737506546,0.006190689,0.029198437
ENSG00000256188.3,TAS2R30,1.811219826,0.60650391,1.201636384,0.504731646,0.613747331,0.772479292
ENSG00000232626.3,RP11-175B9.2,4.564894346,0.606631286,0.784000544,0.773763859,0.439070448,0.637149886
ENSG00000205593.11,DENND6B,458.4890436,-0.60677592,0.216326901,-2.804902748,0.005033176,0.024780594
ENSG00000138777.19,PPA2,1003.295145,-0.606851104,0.372853748,-1.62758483,0.103612948,0.246306088
ENSG00000128692.8,EIF2S2P4,12.33109246,0.607029274,0.511304709,1.187216278,0.235142322,0.430245839
ENSG00000168826.15,ZBTB49,118.0583984,-0.607112079,0.26849528,-2.261164811,0.023749053,0.083221722
ENSG00000060138.12,YBX3,5657.940283,0.607128227,0.387482316,1.566854029,0.117148815,0.268021365
ENSG00000264772.6,RP11-186B7.4,612.3170173,-0.607128985,0.519948737,-1.167670853,0.242939558,0.439571576
ENSG00000049769.12,PPP1R3F,89.22847687,-0.607271305,0.358694645,-1.693003543,0.090454793,0.22361422
ENSG00000224905.6,AP001347.6,4.641661488,0.607348651,0.774280124,0.784404291,0.432802921,0.631076198
ENSG00000230530.1,LIMD1-AS1,113.5743951,0.607352711,0.368999266,1.645945582,0.099774963,0.239659817
ENSG00000226666.1,HSPA9P1,34.71786405,0.607404442,0.406242836,1.49517576,0.134868578,0.295796788
ENSG00000214248.2,CTD-3193O13.12,14.2234115,0.60741513,1.044730435,0.581408476,0.560965186,0.734564106
ENSG00000236349.1,SUCLG2P2,12.86311483,-0.607575964,0.540305698,-1.124504084,0.260799239,0.459864656
ENSG00000267696.6,ERVK-28,32.38012732,-0.607719579,1.152955519,-0.527097159,0.598126119,0.760889139
ENSG00000238109.1,AC004893.10,1.831843075,0.607749671,1.24765062,0.487115272,0.626176644,0.781351641
ENSG00000282876.1,RP1-138B7.7,3.228644542,0.607755474,1.057112104,0.574920552,0.56534503,0.737224233
ENSG00000135974.9,C2orf49,441.8061088,0.607894639,0.288200157,2.109279347,0.034920476,0.111429449
ENSG00000116560.10,SFPQ,6291.490148,-0.607958582,0.282547269,-2.151705747,0.031420537,0.102633416
ENSG00000262429.1,RP5-1050D4.3,1.591766617,-0.608251172,2.600218915,-0.233923063,0.815044708,0.900925423
ENSG00000239880.1,RP11-420J11.1,2.109304076,-0.608359835,1.269490455,-0.479215761,0.631785143,0.784783749
ENSG00000127463.13,EMC1,1104.297975,0.60836885,0.315785387,1.926526293,0.054038692,0.153920967
ENSG00000231822.1,AC019097.7,14.19262514,0.608455013,0.615186296,0.989058139,0.322634697,0.526151946
ENSG00000244457.2,ENO1P1,82.58091228,0.608550532,0.485302291,1.253961794,0.209855893,0.398954646
ENSG00000142544.6,CTU1,68.45757831,0.608566771,0.429341302,1.417442881,0.156353483,0.326525806
ENSG00000204580.13,DDR1,6200.845025,0.608766846,0.427917893,1.422625358,0.154844789,0.324351186
ENSG00000043093.13,DCUN1D1,919.3409351,-0.608901875,0.215321666,-2.827870911,0.00468587,0.023424907
ENSG00000250312.6,ZNF718,116.9626886,0.609003953,0.533211074,1.142144233,0.253394072,0.451547619
ENSG00000103978.15,TMEM87A,1169.77697,0.609262503,0.289791735,2.102415042,0.035516935,0.112895426
ENSG00000168038.10,ULK4,147.8760895,0.609282066,0.429811622,1.417556053,0.156320418,0.32650847
ENSG00000162438.11,CTRC,2.092025256,-0.609320416,1.518745222,-0.40119989,0.688272962,0.823790759
ENSG00000173068.17,BNC2,449.7038843,0.609322748,0.42735647,1.42579507,0.153927504,0.322968515
ENSG00000105617.3,LENG1,165.1746051,-0.609485374,0.219772954,-2.773250138,0.005549944,0.026761678
ENSG00000234337.4,RP11-297L17.6,6.962706207,0.609552459,0.62735742,0.971619112,0.331240071,0.535203896
ENSG00000170276.5,HSPB2,86.43390095,-0.609582963,0.645510214,-0.944342862,0.34499447,0.548505014
ENSG00000277893.1,SRD5A2,5.276042236,0.609663572,0.971551055,0.627515733,0.530321227,0.710802826
ENSG00000198743.6,SLC5A3,3307.500274,-0.60966844,0.568922817,-1.071618893,0.283891244,0.484669954
ENSG00000118292.8,C1orf54,161.6443624,-0.609728336,0.434595511,-1.40297891,0.160623128,0.33233114
ENSG00000113273.15,ARSB,471.6841614,0.60977016,0.361196125,1.688196849,0.091373448,0.225209629
ENSG00000134533.6,RERG,812.7770937,-0.609824596,0.566925925,-1.075668918,0.282075353,0.482757468
ENSG00000075568.16,TMEM131,1451.982529,0.609855998,0.29642633,2.057361088,0.039651505,0.122594699
ENSG00000172426.15,RSPH9,25.03936686,-0.609883248,0.501330928,-1.216528273,0.223783747,0.416132672
ENSG00000231340.1,ACTG1P10,7.211873878,0.609884928,0.891883812,0.683816569,0.494091003,0.682763703
ENSG00000144815.15,NXPE3,334.9485281,0.609910327,0.711173808,0.857610784,0.391107418,0.592457641
ENSG00000242612.6,DECR2,703.2404797,-0.610006222,0.543039316,-1.123318707,0.261302162,0.460351283
ENSG00000232368.1,FTLP2,37.26734183,0.610191329,0.636739789,0.958305636,0.337908662,0.541944498
ENSG00000232149.1,FERP1,12.57953909,0.610217907,0.557925129,1.093727233,0.274074627,0.474120402
ENSG00000260784.1,AC026150.6,12.93211803,-0.610414598,1.051400177,-0.580573041,0.561528246,0.734881919
ENSG00000167377.17,ZNF23,407.4478167,-0.610427848,0.408064382,-1.495910635,0.134676945,0.295558508
ENSG00000181192.11,DHTKD1,992.8394892,-0.610467512,0.334605369,-1.824440277,0.068085538,0.183118364
ENSG00000003756.16,RBM5,4446.231531,-0.610528352,0.249342658,-2.448551546,0.014343191,0.056435383
ENSG00000169299.13,PGM2,436.680086,-0.610562148,0.317009731,-1.926004432,0.05410382,0.154039921
ENSG00000167315.17,ACAA2,3558.895912,-0.610681866,0.464204868,-1.315543865,0.188327185,0.371248253
ENSG00000175550.7,DRAP1,1076.848656,0.610685395,0.211536231,2.886906848,0.003890494,0.020215237
ENSG00000230667.5,SETSIP,3.652059501,-0.610753463,0.763323455,-0.800124061,0.423638922,0.623193036
ENSG00000259153.1,RP6-65G23.3,20.11896849,0.610757763,0.472002547,1.293971329,0.195675324,0.380573031
ENSG00000226803.7,RP11-203B9.4,18.67201561,0.610769103,0.458723843,1.331452706,0.183040097,0.364366827
ENSG00000179031.8,LL0XNC01-131B10.2,5.785200469,0.611084559,0.768265119,0.795408439,0.426375953,0.625430213
ENSG00000237624.1,OXCT2P1,6.66427306,-0.611096967,1.144303179,-0.534034143,0.593317912,0.757372124
ENSG00000134982.16,APC,477.0927435,-0.611272723,0.331574968,-1.843543035,0.065249764,0.177458363
ENSG00000161904.11,LEMD2,1340.751778,0.611295514,0.291568998,2.0965724,0.036031445,0.114077223
ENSG00000089486.16,CDIP1,1273.760899,-0.611307934,0.706648718,-0.865080368,0.386994679,0.589070058
ENSG00000135297.15,MTO1,468.7568913,-0.611348205,0.247313567,-2.471955791,0.013437613,0.05364873
ENSG00000133818.13,RRAS2,731.1825787,0.61140328,0.358110933,1.707301351,0.087766055,0.219269193
ENSG00000127990.15,SGCE,646.76585,0.611418142,0.294719858,2.074573955,0.038026038,0.118513961
ENSG00000262903.1,RP11-235E17.6,30.18267243,0.611539945,0.64680703,0.945475106,0.344416374,0.547991959
ENSG00000238251.2,RP11-172F4.2,1.903189096,0.611619985,1.12767027,0.542374842,0.587560307,0.753271916
ENSG00000163735.6,CXCL5,4.598403284,0.611873275,1.004431008,0.60917402,0.542409098,0.720262285
ENSG00000250786.1,SNHG18,186.5245602,-0.611924669,0.855188231,-0.715543838,0.474273063,0.666096418
ENSG00000123933.16,MXD4,1652.724746,-0.612025014,0.299471542,-2.043683383,0.040984836,0.125714798
ENSG00000255346.9,NOX5,27.39217799,-0.612074878,1.17400082,-0.521358135,0.60211731,0.764096274
ENSG00000276174.1,RP11-687E1.2,3.774666059,0.612164027,0.947060349,0.646383335,0.51803113,0.701931368
ENSG00000164626.8,KCNK5,1036.998354,-0.612201626,0.654153189,-0.935868901,0.349340691,0.553292808
ENSG00000154059.9,IMPACT,580.5022335,-0.612218205,0.308079854,-1.987206228,0.046899548,0.138788136
ENSG00000168769.13,TET2,633.3899678,-0.612234007,0.409197324,-1.496182823,0.13460602,0.295501227
ENSG00000106780.8,MEGF9,717.2817557,-0.61230119,0.35704712,-1.714903036,0.086363006,0.21670877
ENSG00000134256.12,CD101,12.91733491,0.61232214,0.615005283,0.995637204,0.319426451,0.522937131
ENSG00000265545.1,RP11-183C12.1,1.777840199,0.612332856,1.147672817,0.533543051,0.593657718,0.757585851
ENSG00000280374.1,RP11-337N6.3,19.93835811,0.612336962,0.660316508,0.927338564,0.353750778,0.557319155
ENSG00000280433.1,CH507-9B2.9,678.5138987,-0.612401015,0.37432375,-1.636019663,0.101835472,0.243171308
ENSG00000104331.8,IMPAD1,2042.741573,0.612402236,0.388802954,1.575096664,0.115234134,0.264743345
ENSG00000198856.12,OSTC,1045.570662,0.612425425,0.359993496,1.701212474,0.088903096,0.22118194
ENSG00000111641.11,NOP2,1050.919185,0.612487898,0.463086215,1.322621746,0.185961199,0.368031986
ENSG00000141738.13,GRB7,1400.673826,0.612530005,0.329321288,1.859976951,0.062888787,0.17269367
ENSG00000172115.8,CYCS,3937.420299,-0.612557673,0.282464859,-2.168615508,0.030111887,0.099480137
ENSG00000280157.1,RP11-520H14.7,38.1375423,0.612573394,0.979780248,0.625215088,0.531829901,0.712027002
ENSG00000275055.1,CTC-471J1.11,24.32233974,-0.612577103,0.637827683,-0.960411596,0.336848104,0.540736867
ENSG00000235089.1,RP3-445O10.1,11.27872538,0.612782902,0.587144022,1.043667106,0.296639434,0.498780965
ENSG00000196756.11,SNHG17,408.6311533,0.612993881,0.454006366,1.350187853,0.176955734,0.355908984
ENSG00000132589.15,FLOT2,2263.86649,0.613030475,0.25680024,2.387188088,0.016977803,0.064214667
ENSG00000106628.10,POLD2,1431.627691,0.613046437,0.158513256,3.867477404,0.000109967,0.001033439
ENSG00000124104.18,SNX21,608.7945942,-0.613082668,0.277499234,-2.209313014,0.027152877,0.092080936
ENSG00000213563.6,C8orf82,401.8388056,-0.613117236,0.288435351,-2.12566606,0.033531075,0.108002253
ENSG00000108840.15,HDAC5,1165.453996,-0.613191806,0.322322088,-1.902419437,0.057116342,0.160451469
ENSG00000267265.5,CTC-550B14.7,30.18414962,0.613217729,0.605929383,1.012028375,0.311524486,0.514782599
ENSG00000269951.1,RP11-797A18.6,12.21982605,0.613306374,0.738004878,0.831032954,0.405955013,0.60651749
ENSG00000204628.11,RACK1,17523.61675,0.613313587,0.344575102,1.77991266,0.075090256,0.196397421
ENSG00000204287.13,HLA-DRA,5180.814598,0.613316211,0.515119707,1.190628512,0.233799453,0.428648617
ENSG00000213433.5,RPLP1P6,11.58676193,0.61342358,0.707350709,0.867212787,0.385825432,0.588071015
ENSG00000088930.7,XRN2,1454.565271,0.613443573,0.287782585,2.131621596,0.033037967,0.106713766
ENSG00000267612.1,CTD-3116E22.7,3.434441294,-0.613524259,1.184010231,-0.518174796,0.604336318,0.765796076
ENSG00000198093.10,ZNF649,201.8522879,-0.613524558,0.423287733,-1.449426738,0.147218446,0.314013623
ENSG00000117151.12,CTBS,735.6446967,0.613561429,0.229982348,2.667863142,0.007633535,0.034492302
ENSG00000261371.5,PECAM1,2502.796281,-0.613663552,0.565083784,-1.085969141,0.277492645,0.477985568
ENSG00000197608.11,ZNF841,599.5578505,0.613938509,0.411201889,1.493034264,0.135428218,0.296639431
ENSG00000123178.14,SPRYD7,276.2736163,-0.61395272,0.277958491,-2.208792819,0.027189055,0.092156218
ENSG00000187105.8,HEATR4,9.722156192,-0.614095874,0.925479344,-0.663543577,0.50698248,0.693419502
ENSG00000173113.6,TRMT112,2024.855296,0.614103932,0.290676648,2.112670336,0.034628994,0.110794294
ENSG00000213390.10,ARHGAP19,313.6431115,-0.614106522,0.32797096,-1.872441759,0.061145512,0.169121792
ENSG00000237181.1,AC147651.4,12.78724253,-0.614188679,0.728864136,-0.842665523,0.399415534,0.600561669
ENSG00000115425.13,PECR,579.7737683,-0.614192798,0.366515552,-1.675761901,0.09378484,0.229246034
ENSG00000004777.18,ARHGAP33,367.6795422,-0.614244712,0.324126835,-1.895075154,0.058082446,0.16252484
ENSG00000136848.16,DAB2IP,1705.013813,-0.614275768,0.379500415,-1.618643203,0.105524054,0.249566753
ENSG00000175322.11,ZNF519,71.36902269,0.614307508,0.368011486,1.669261779,0.095065511,0.231411201
ENSG00000125458.6,NT5C,470.6308102,-0.614443274,0.350150727,-1.75479651,0.079294121,0.203819667
ENSG00000121892.14,PDS5A,1932.872677,0.614634533,0.228805376,2.686276627,0.007225324,0.032977612
ENSG00000163946.13,FAM208A,1564.20638,0.614652194,0.203792184,3.016073445,0.002560712,0.01436723
ENSG00000158805.11,ZNF276,851.3363346,-0.614748058,0.251375905,-2.445532946,0.014463823,0.056775889
ENSG00000141068.13,KSR1,1357.154212,-0.614791161,0.364018217,-1.688902181,0.091238177,0.224960331
ENSG00000273784.4,RP11-78J21.7,20.3220232,-0.614888405,0.451896065,-1.36068546,0.173613111,0.351390671
ENSG00000279048.1,RP11-511H23.2,42.06262064,0.614932938,0.712954439,0.862513653,0.388404924,0.590050122
ENSG00000214049.6,UCA1,17.00546727,-0.615054235,1.081437067,-0.568737889,0.569534031,0.740343704
ENSG00000168918.13,INPP5D,391.1416465,0.615077639,0.360538529,1.705996974,0.088008643,0.219729967
ENSG00000185485.14,SDHAP1,440.3916684,-0.615183017,0.301926492,-2.037525799,0.041597379,0.126943975
ENSG00000171989.5,LDHAL6B,6.577710005,0.615279372,0.685559208,0.897485388,0.369459967,0.57235691
ENSG00000089775.11,ZBTB25,525.9947205,0.615512701,0.279685197,2.20073392,0.027754866,0.093556924
ENSG00000145022.4,TCTA,1134.286667,-0.615540153,0.303302664,-2.029458449,0.042411617,0.128847274
ENSG00000178397.12,FAM220A,341.7214936,0.615573842,0.225363846,2.731466705,0.006305311,0.029633573
ENSG00000104856.13,RELB,349.3466871,-0.615830046,0.511866375,-1.203107053,0.228934897,0.422730427
ENSG00000228302.2,RP11-186N15.3,16.57073373,0.615893989,0.463669969,1.328302523,0.184078186,0.365770611
ENSG00000231940.1,RPS7P3,9.055115241,0.61600256,0.813157578,0.757543897,0.448724078,0.64503853
ENSG00000260361.1,CTD-2313J17.5,27.76565438,0.616087259,0.658684216,0.93533023,0.349618141,0.553507053
ENSG00000269043.1,CTC-513N18.6,2.081937412,-0.616089478,1.40288467,-0.439159035,0.660546306,0.805112368
ENSG00000124795.14,DEK,1713.313679,0.616184495,0.391746015,1.572918348,0.115737726,0.265668858
ENSG00000173898.11,SPTBN2,2423.946477,-0.616338994,0.43353783,-1.421649858,0.155127923,0.324768178
ENSG00000229894.4,GK3P,1.714208158,-0.616352195,1.37018885,-0.449830105,0.652832948,0.799925879
ENSG00000246067.7,RAB30-AS1,191.6086128,-0.616428888,0.367386725,-1.677874692,0.093371564,0.228511197
ENSG00000141576.14,RNF157,370.1419854,0.616443841,0.794291005,0.776093192,0.437693963,0.635810786
ENSG00000172382.9,PRSS27,31.94311922,0.616479108,0.472081899,1.305873215,0.191595677,0.375334522
ENSG00000088256.8,GNA11,1399.798496,-0.617005219,0.210713562,-2.928170416,0.003409631,0.018167705
ENSG00000278330.1,RP11-4B16.4,31.20973829,0.61702068,0.565636746,1.090842638,0.275342131,0.475648345
ENSG00000131069.19,ACSS2,1553.726143,-0.617207464,0.417705078,-1.477615422,0.139510744,0.302789986
ENSG00000206559.7,ZCWPW2,22.45551617,-0.61723481,0.438428373,-1.407835003,0.159179933,0.330481804
ENSG00000168137.15,SETD5,2184.523326,0.617287756,0.235547218,2.620653988,0.008776129,0.038506907
ENSG00000237437.1,ASS1P12,11.7366429,-0.617337052,0.732341773,-0.842963046,0.399249112,0.600491099
ENSG00000100359.20,SGSM3,1168.605178,-0.617438268,0.210243313,-2.936779582,0.003316397,0.017757035
ENSG00000117600.12,PLPPR4,20.71750267,0.617589188,0.894127962,0.690716781,0.489743542,0.679283463
ENSG00000164077.13,MON1A,192.4170775,-0.617797575,0.409217359,-1.509705202,0.131118663,0.289848198
ENSG00000101928.12,MOSPD1,291.2175707,0.617800025,0.309386811,1.996853142,0.045841139,0.136390706
ENSG00000135723.13,FHOD1,758.2223219,0.617821381,0.313302004,1.971967536,0.048613313,0.142556818
ENSG00000183943.5,PRKX,1387.157751,-0.617840181,0.731496862,-0.844624513,0.398320518,0.599561166
ENSG00000122176.10,FMOD,513.9821207,-0.617983254,0.712495363,-0.867350563,0.38574996,0.587989968
