"","GeneName","logFC","logCPM","LR","PValue","FDR","Cl19_1_S4","Cl19_2_S5","Cl19_3_S6","Cl19_gHira_1_S10","Cl19_gHira_2_S11","Cl19_gHira_3_S12"
"ENSMUSG00000059278","Naa38",0.405768042870072,5.40730064395971,24.6254387173395,6.9626515018988e-07,6.06892098944195e-06,5.24596808057014,5.17124585711978,5.12351943526134,5.5567420821843,5.63493099068825,5.61101652200239
"ENSMUSG00000025144","Cenpx",0.566305549257275,4.08132896267649,24.6221253177163,6.97463325131021e-07,6.07438574892979e-06,3.83424288329654,3.78339135908309,3.77976609030556,4.254275952148,4.41644768418231,4.26479595878122
"ENSMUSG00000059456","Ptk2b",-0.415000189749776,5.2920242036707,24.6145918395186,7.00195243333286e-07,6.09318839411307e-06,5.49431755533711,5.49155151936961,5.50048933178817,5.07134161201537,5.06054200907278,5.04039518430857
"ENSMUSG00000066621","Tecpr1",-0.407466296209885,6.05557533584468,24.540543338109,7.27625687852423e-07,6.32671428014936e-06,6.36102713878619,6.26260413471515,6.18105210476667,5.74975378052615,5.88631515149894,5.77540647642279
"ENSMUSG00000085566","A730017L22Rik",-0.722197268861974,3.59509150140522,24.5360563524468,7.29322049726225e-07,6.33628323267049e-06,4.23995240280208,3.64982653445475,3.91035241640517,3.29301528920169,2.93923503214184,3.07193519779748
"ENSMUSG00000037697","Ddhd1",-0.556820863643418,5.22726310585396,24.4879466387163,7.47761642837513e-07,6.49118147749724e-06,5.74552940537551,5.33250625025881,5.41507422970622,4.88461023327695,4.86330694930287,4.88202457007678
"ENSMUSG00000029629","Phf14",0.386309162919652,6.43234826637488,24.4577271284861,7.5958255013635e-07,6.58841830191676e-06,6.11315654218567,6.31160478699378,6.29864193160046,6.62756609626932,6.55459452768704,6.6122742637503
"ENSMUSG00000053007","Creb5",-0.595102430891849,5.00348559376816,24.4555669692594,7.60434676428637e-07,6.59043386238152e-06,5.49431755533711,5.12884472731503,5.36638247969686,4.70450705832166,4.49791158715025,4.48852341864843
"ENSMUSG00000031387","Renbp",-0.602816792600961,3.72166520454016,24.4460477534871,7.64201191615403e-07,6.61768360882589e-06,4.02389727074636,4.06028758057105,3.99589531631316,3.26811033915454,3.44973702469633,3.31933133065398
"ENSMUSG00000044345","Marveld1",0.390178591896031,6.03841908540871,24.3951075692361,7.84677153324979e-07,6.78946855041321e-06,5.99254633126359,5.81496891016966,5.7690255106786,6.16224466659251,6.24080310731643,6.17852668313832
"ENSMUSG00000018932","Map2k3",0.386006886301381,6.48206813755119,24.3924107678451,7.8577636719387e-07,6.79345194206472e-06,6.2931492813189,6.32965679315934,6.27030958754392,6.69062162202182,6.64342657994162,6.59770341756101
"ENSMUSG00000027111","Itga6",0.416946811273572,6.62712950686899,24.3412768953918,8.06913158529981e-07,6.97052358067248e-06,6.24084285880597,6.45293327745905,6.57136018177908,6.77111747814597,6.77844314315455,6.8545903777914
"ENSMUSG00000025184","R3hcc1l",0.406836034263689,5.80467121257374,24.3377544859995,8.08390004875954e-07,6.97761307780105e-06,5.59285805960336,5.68565004442918,5.61757159654485,5.97934840703281,5.93283196812754,5.959893353363
"ENSMUSG00000047428","Dlk2",0.626326562802196,3.2881424375962,24.310334012754,8.19979692221558e-07,7.07190920282566e-06,3.12837938908219,3.05144945055827,2.83838606062255,3.58283844670348,3.59565752208995,3.3362823356953
"ENSMUSG00000027634","Ndrg3",0.395059038611703,6.40906352228859,24.2663943660664,8.3889989209943e-07,7.22922321927499e-06,6.12746307378278,6.31318352446973,6.26313870157936,6.58113822116291,6.5510203409168,6.55550125907675
"ENSMUSG00000068328","Aup1",-0.41689039128396,7.21891164009871,24.2576167033414,8.42731653195669e-07,7.25636307699007e-06,7.59394284837241,7.30659791187647,7.29411695105949,6.99821989776634,7.05147406483183,6.96451978826397
"ENSMUSG00000096199","Ptrhd1",0.621415063616175,3.62782632486111,24.245528643137,8.4803726353409e-07,7.29073243308947e-06,3.33974073016834,3.46902560056176,3.19255572034664,3.83823547908069,3.88780406357251,3.87010821209757
"ENSMUSG00000053192","Mllt11",-0.498691202977738,4.5630173070745,24.2438669595761,8.48769212463546e-07,7.29073243308947e-06,4.97923054000854,4.72846849950054,4.71631780892637,4.21137226709872,4.31332674342243,4.26184162568598
"ENSMUSG00000029622","Arpc1b",-0.384569924649332,7.68991079368157,24.243842430722,8.48780021832308e-07,7.29073243308947e-06,7.8614189143708,7.98531507483241,7.75971913711992,7.51947488852581,7.4641001963164,7.46276077534911
"ENSMUSG00000113346","Eprn",-0.664381199516896,3.60534936433618,24.2377591384593,8.51465072218408e-07,7.30789312184871e-06,4.10048944391328,3.70378242536439,3.8769193038302,3.30122230707902,3.03104115928704,3.3362823356953
"ENSMUSG00000040048","Ndufb10",-0.388261790639375,6.10109165632972,24.2302221664148,8.54803566020551e-07,7.33062993634075e-06,6.27673891003545,6.26178681636998,6.26744550886584,5.89848657324975,5.96093686099609,5.87736857167807
"ENSMUSG00000058799","Nap1l1",0.41501571432422,9.02209107834023,24.2016102563707,8.67597116880584e-07,7.43434950919269e-06,8.64524633766918,8.84916121493053,8.80178761057654,9.27669759959138,9.2128945214123,9.22336864556308
"ENSMUSG00000078970","Wdr92",0.467844056513393,4.9133133900509,24.1807521690203,8.7704446449804e-07,7.50925188041237e-06,4.67046172280345,4.76122350421106,4.72678153064423,5.07254078318214,5.10346982612546,5.07109807710368
"ENSMUSG00000027463","Slc52a3",0.713787234314175,2.59272075543733,24.1756767537026,8.79358857484179e-07,7.52301053136505e-06,2.33125777872597,2.3177936575936,2.33550778033147,2.94573930603682,2.70201160408622,2.7395658405469
"ENSMUSG00000023942","Slc29a1",-0.392379864366637,6.22958795071197,24.1740074944259,8.80121378446016e-07,7.52348130096056e-06,6.47888880983361,6.38023830301476,6.43825559903213,5.99903270565017,6.05057090846953,5.92856588200608
"ENSMUSG00000020847","Rph3al",0.572731584376382,3.94345144758395,24.1686257870087,8.82584270734922e-07,7.53847480722502e-06,3.66148797023637,3.71815407537405,3.72235944331053,4.02573285697553,4.20832714601198,4.2106696107328
"ENSMUSG00000040913","Fbxw4",0.533456998904798,4.16058524358927,24.1367556707145,8.97311661140525e-07,7.65811573400349e-06,3.93683372139303,3.90981158510621,3.97146490097246,4.40086295743995,4.29349979661425,4.34515261838222
"ENSMUSG00000024953","Prdx5",-0.382422032955339,8.14639653348083,24.1276664618855,9.01556829762122e-07,7.68817588427458e-06,8.20843097967647,8.3532578164893,8.28283599027999,7.97089562882711,8.03155121684459,7.98575176689371
"ENSMUSG00000000056","Narf",0.457845544727645,4.86591213885508,24.0695261305284,9.29192158736503e-07,7.91749151923395e-06,4.65549573970207,4.63309453933651,4.58444953995093,5.06653493488746,5.06556090712931,5.07783310834491
"ENSMUSG00000026495","Efcab2",0.676696478540568,2.60443433813321,24.017018689815,9.54879398260016e-07,8.1298538999976e-06,2.38668424441508,2.42681326451675,2.29107349905404,2.7853219930127,2.72756802937986,2.88490034698169
"ENSMUSG00000030894","Tpp1",-0.363584639048817,7.32294292007729,24.0111956887998,9.577715878335e-07,8.14795445201715e-06,7.48599308322696,7.46907771257841,7.49356726635811,7.1235515504012,7.18391479994897,7.12228824408511
"ENSMUSG00000022037","Clu",0.523933197984275,6.21219801029664,24.0057099292691,9.60504310799122e-07,8.16467053640117e-06,5.76134287442262,6.05277496930482,6.03545075714013,6.3174782432344,6.51172156187853,6.45432022053233
"ENSMUSG00000022972","Cfap298",0.508518763095782,5.20717140901772,23.9765845352677,9.75144581793202e-07,8.28249798944801e-06,4.86352707289882,5.07774837187781,4.99089894495798,5.40983124121504,5.38753625806948,5.40952753215783
"ENSMUSG00000020063","Sirt1",0.542764301124827,4.13861338652971,23.9720524076567,9.77442751268215e-07,8.29539203271046e-06,3.96745278191867,3.95904714105104,3.80763492728612,4.35626457172113,4.26760095654572,4.36180466263405
"ENSMUSG00000019773","Fbxo5",0.410934614914166,5.28757148140976,23.9665931971472,9.80218242487274e-07,8.31231323015126e-06,5.18864468528951,5.07216486900529,4.98219101480844,5.45742532931562,5.48065747623231,5.45421155507445
"ENSMUSG00000031378","Abcd1",0.585818054955362,4.0161261236549,23.9625365848056,9.82285762555477e-07,8.32320860479278e-06,3.65773771939649,3.77425042109458,3.75134828329232,4.24792117465961,4.25593941818713,4.25294215294471
"ENSMUSG00000036955","Kifbp",0.504649935364036,5.05438874286841,23.9263295255631,1.00093409153607e-06,8.47446905206576e-06,4.69078969387134,4.91052751358657,4.82355065339543,5.24837021613271,5.22508326716582,5.31007118673985
"ENSMUSG00000089774","Slc5a3",0.53001847336148,7.07484352166967,23.9068192851284,1.01112955398747e-06,8.55397905895206e-06,6.99544892133996,6.53572731743626,6.75688402605956,7.30870798134559,7.24528555919103,7.40668957380597
"ENSMUSG00000021918","Nek4",0.500041087358468,4.41428059135036,23.8797052579432,1.02547169571806e-06,8.66841495410639e-06,4.33694534550139,4.14073091611949,4.11857336407948,4.6102190709162,4.60060241583657,4.57199166932113
"ENSMUSG00000073982","Rhog",0.507948499202834,5.24928912957322,23.8330454531073,1.05063197127687e-06,8.87404319504228e-06,4.85208604372901,5.07960474775764,5.03198061394665,5.44913965354651,5.49808667567488,5.45421155507445
"ENSMUSG00000025613","Cct8",0.44259966303199,9.47733338880596,23.7980055679747,1.06993267076879e-06,9.02989208012328e-06,9.02844337677026,9.32354070180205,9.26455978745415,9.73531473152644,9.68953362782905,9.68045571367923
"ENSMUSG00000008305","Tle1",0.533721440366125,4.30380747786504,23.7864331732356,1.07638477975655e-06,9.07714175093667e-06,4.0063101157141,4.10836252985134,4.16855453560211,4.45519922173951,4.5297356729452,4.46559600605406
"ENSMUSG00000041571","Selenow",0.416101290933778,5.28334469063657,23.7111674734567,1.11931150782516e-06,9.43166289557271e-06,5.19771262148573,5.16076183062692,4.93243077876456,5.47112991103085,5.45538758677317,5.40015354129805
"ENSMUSG00000037001","Zfp39",0.791461211368964,2.40766505541702,23.69463144849,1.12897029452572e-06,9.50551869515954e-06,2.29308729055864,1.9138568279682,1.97725230061605,2.45102031561764,2.60422973018762,2.93026423273497
"ENSMUSG00000015143","Actn1",-0.390374807267554,8.97252612717047,23.6667191532058,1.14546403325593e-06,9.63675991269267e-06,9.02089078898796,9.17408820209568,9.18084495345058,8.80083961012762,8.77938843267569,8.81828912081959
"ENSMUSG00000031465","Angpt2",0.718829131938348,2.34566108804736,23.6570939126441,1.15120757165078e-06,9.67742396595606e-06,1.94479427003295,2.01044066443211,2.19787573450514,2.6822618259394,2.50919280131013,2.51976492090202
"ENSMUSG00000019831","Wasf1",0.586536936784815,4.66501393083549,23.6285492311854,1.16841104580726e-06,9.81428361857375e-06,4.23492727678046,4.48967746047923,4.52333739124771,4.83601026757649,4.90497019250846,4.87624091975332
"ENSMUSG00000023088","Abcc1",-0.362309778395248,7.18672678897374,23.6093981815877,1.18009739797621e-06,9.90462172855483e-06,7.27423265245374,7.36103605534905,7.44717919199682,6.94912072728589,6.98724519184969,7.02501468145802
"ENSMUSG00000046605","B3gntl1",0.556251940566631,4.1150474402799,23.6027277445422,1.1841952979386e-06,9.93117728570903e-06,4.0810193230274,3.70378242536439,3.79575699858145,4.34439986069255,4.39799724885356,4.20144778189428
"ENSMUSG00000052609","Plekhg3",-0.473240745306117,7.05491140264186,23.57545265646,1.20110042531457e-06,1.00650133355359e-05,7.47617823969679,7.18598169102614,7.17690555878142,6.76259849809756,6.74910816866466,6.82437142834451
"ENSMUSG00000003955","Fam162a",0.43799060571796,6.5590700645485,23.5706681734399,1.20409070755716e-06,1.00821264442227e-05,6.48419246505159,6.20509395633689,6.24650913154209,6.73673551160416,6.83194986087753,6.72329131254394
"ENSMUSG00000048922","Cdca2",0.403156430238596,5.80221194845561,23.5440627914622,1.22085567742574e-06,1.02144604828838e-05,5.71517818146911,5.54895766046895,5.57303276964787,6.01034024938235,5.91533179713854,5.9716939963227
"ENSMUSG00000020472","Zkscan17",0.384020299783356,6.33902419737502,23.5273508867164,1.23150593149306e-06,1.02954670404852e-05,6.1254279490558,6.21947739489138,6.14014664059951,6.53316641072945,6.47949311614955,6.473600725434
"ENSMUSG00000024014","Pim1",-0.460537677340986,5.07176247735174,23.5257512612297,1.23253022308083e-06,1.02959358933555e-05,5.29387018595778,5.35260505655771,5.28658551244778,4.69830575558193,4.84590993111163,4.82111181298058
"ENSMUSG00000033970","Rfc3",-0.395878438583171,5.59324235700459,23.5211928212275,1.23545382775941e-06,1.03122574602775e-05,5.88998719190802,5.76508515259763,5.73625611680475,5.36942174079338,5.37546183735529,5.31862615946112
"ENSMUSG00000052698","Tln2",0.416581480192642,5.2747182376032,23.5064056499245,1.24498570010205e-06,1.03836689685374e-05,4.98821752058479,5.11442949277046,5.24496845959314,5.37039714315459,5.42316477806394,5.44902587915665
"ENSMUSG00000018143","Mafk",-0.404440191738202,5.81036931020549,23.4995031361938,1.24946030455523e-06,1.0412822005204e-05,6.03580784540117,6.11745343345487,5.94692913405864,5.5533103135262,5.52990694174476,5.5566058858605
"ENSMUSG00000040760","Appl1",0.399541171491014,5.39164545863475,23.4731463491311,1.26669516663548e-06,1.05481882552871e-05,5.25592466633729,5.14311735035977,5.27379787808705,5.5788517816132,5.51653007555188,5.51874513969165
"ENSMUSG00000058656","Samd12",-0.681055811693717,2.94510374372437,23.4299567763418,1.29545409307137e-06,1.07792322579976e-05,3.22784526861224,3.33867474263406,3.51099790032909,2.28714700494262,2.40745108460061,2.45915217105421
"ENSMUSG00000025156","Gps1",0.385637171675859,6.99390628737121,23.4052071745418,1.31222849188834e-06,1.09102719177018e-05,6.74897340971036,6.8563489036678,6.76553701804712,7.18803930450346,7.21096832617849,7.11289176062065
"ENSMUSG00000029314","Gpat3",0.519078701791939,4.58179622520523,23.3904634565423,1.32232462182594e-06,1.09856250222634e-05,4.29651729693164,4.42105417975695,4.36889994383472,4.81896326502717,4.72000040398,4.76587892854965
"ENSMUSG00000006678","Pola1",0.409767387905882,6.2834200240843,23.3804945489957,1.32919519146399e-06,1.10312058707785e-05,5.93483670197128,6.2118804997704,6.21860714764965,6.47359345645001,6.34285791676091,6.45108160228292
"ENSMUSG00000025348","Itga7",-0.664026526064621,2.71966549865815,23.3794953202144,1.32988583095148e-06,1.10312058707785e-05,3.07313784694635,3.05144945055827,3.03980255816702,2.23669118728623,2.4179542659031,2.24846027808559
"ENSMUSG00000022324","Matn2",-0.729737180732867,2.57607206077919,23.3028400757381,1.38395497438997e-06,1.14707538563234e-05,2.7599023665043,3.10346903763472,3.00583644613629,2.05449415370801,2.00938539723796,2.18749160082962
"ENSMUSG00000022711","Pmm2",0.448394402856008,4.96291309111177,23.2989423525107,1.38676241535703e-06,1.148507128108e-05,4.87487808447921,4.70220034786235,4.6163143588856,5.17769312713898,5.17487678913203,5.11432404118823
"ENSMUSG00000046814","Gchfr",0.6473779678407,2.96041895797541,23.2705387827009,1.40739407208228e-06,1.16468704766716e-05,2.73164008454348,2.5604329977021,2.69227443698235,3.23850053582908,3.0913412845343,3.24946254708571
"ENSMUSG00000011752","Pgam1",0.411758666802095,8.00680746869461,23.2290699730444,1.438070133753e-06,1.18914757405361e-05,7.64526920171586,7.83021848102251,7.84071024422082,8.23222546972129,8.13862124179909,8.24595462924299
"ENSMUSG00000026568","Mpc2",-0.510343238311666,4.95153617767687,23.2263909821223,1.4400747921036e-06,1.18987997973813e-05,5.40765571880622,5.13242614233888,5.02860147063377,4.5512274522973,4.76388909597048,4.64410281848257
"ENSMUSG00000036026","Tmem63b",-0.380966655175303,7.60796385325291,23.1632342587614,1.48815478093782e-06,1.22865201401341e-05,7.88727148514075,7.71252642444759,7.77240139916351,7.37945372988323,7.44046912873271,7.36840366631155
"ENSMUSG00000014547","Wdfy2",0.505586080720781,4.27708781415305,23.1247167560448,1.51826445888267e-06,1.25253873202159e-05,4.10600441200901,3.99096145659773,4.09615005015775,4.50401216482056,4.38467238880275,4.47837841378278
"ENSMUSG00000104610","Gm567",0.608008011612114,3.05428872998041,23.1032759894631,1.53528896750882e-06,1.2656017736813e-05,2.96803787457202,2.663044646462,2.72604643278904,3.25971222428976,3.32134556064567,3.213216886382
"ENSMUSG00000004843","Chmp2b",0.429135434042594,6.59026582475089,23.0689855796698,1.56291530870656e-06,1.28737733484009e-05,6.25828352557233,6.45078337745823,6.3923262580965,6.81369107088013,6.75170541245121,6.77756344244293
"ENSMUSG00000090877","Hspa1b",-0.791098093814331,3.3544980372401,23.0593282258087,1.57078543756972e-06,1.29285854048889e-05,3.54044223759271,3.80599348289215,3.81941586121827,3.00723214071421,2.83336187267413,2.75645624835951
"ENSMUSG00000027770","Dhx36",0.348365531958815,7.84476219060033,23.041112140655,1.58573875312614e-06,1.30415668219206e-05,7.56194609632633,7.65983363959445,7.71074700860496,8.04301736247449,7.98064923257548,8.03417013652651
"ENSMUSG00000057738","Sptan1",-0.433445562140646,9.04094123044145,23.0369323544556,1.58918996866016e-06,1.3059850175218e-05,9.12514347007474,9.1120673640687,9.36217379096772,8.80400161798671,8.83163373949704,8.93137800749109
"ENSMUSG00000059923","Grb2",0.430548669053717,6.70561433396171,23.0339706773392,1.59163996092695e-06,1.30698836637044e-05,6.34537508943872,6.63437663917934,6.52894021030701,6.91543433845858,6.89298507581725,6.82787150045224
"ENSMUSG00000040466","Blvrb",0.515102159980367,4.55153542055631,23.0294000349936,1.59542837655057e-06,1.30908837625299e-05,4.35789843067651,4.34900303327678,4.14065348741853,4.76657930190848,4.89372629007198,4.64637002368064
"ENSMUSG00000037509","Arhgef4",-0.755003519339123,2.47356778907248,23.0259943148691,1.59825711580326e-06,1.31039831684286e-05,3.1010230052795,2.63302011975293,2.85374362213707,1.96434451540835,1.98133248470886,1.80460930838676
"ENSMUSG00000045098","Kmt5b",0.422116510142037,6.40544159607507,22.9771247673822,1.63940583813008e-06,1.34310028371921e-05,6.34828645786946,6.04614473747444,6.21266364872867,6.58240149852993,6.58112235577607,6.56990533051142
"ENSMUSG00000059555","Tor4a",-0.503243384104514,4.9010782492242,22.9544743749666,1.6588364973168e-06,1.35797284930461e-05,5.10711428315411,5.2022484209011,5.14240144825303,4.62009407913347,4.71787678991738,4.46045116255724
"ENSMUSG00000000194","Gpr107",-0.369421007828715,6.14075765147082,22.9372411335977,1.67377464173572e-06,1.36914765693982e-05,6.32187018602506,6.35056402258288,6.37113784121004,5.8773710298289,5.93374717559667,5.88986091318396
"ENSMUSG00000000693","Loxl3",-0.596256039933097,3.26229643281967,22.9353677730509,1.67540662049066e-06,1.36942920847791e-05,3.73807183077003,3.42881360195977,3.53976812322838,2.81428380198471,2.95374491806364,2.83806360858854
"ENSMUSG00000050549","Fam241a",0.71095167510081,2.47120291259685,22.932575332872,1.67784221900825e-06,1.37036667871995e-05,2.07422518518988,2.2665638717857,2.2452270552018,2.60480973342006,2.79358468293165,2.6964538851724
"ENSMUSG00000040616","Tmem51",0.527300644562435,4.87448895818912,22.9070381271241,1.70028147203561e-06,1.38762802560451e-05,4.52365885066776,4.76353493496535,4.68660908165197,4.96041364939222,5.13564334745501,5.08118886994199
"ENSMUSG00000001415","Smg5",0.358899169164299,7.48233417431052,22.8867767904078,1.71829884606808e-06,1.40125689640245e-05,7.29580802673822,7.28865449031336,7.22272257347629,7.68503131027434,7.675552822773,7.64102950228384
"ENSMUSG00000024121","Atp6v0c",-0.359327077217883,6.89102079172554,22.8829309709911,1.72174030090872e-06,1.40298746052592e-05,7.05618084793717,7.11806012036647,7.06136100805245,6.65744183458364,6.69615653884063,6.67469333269265
"ENSMUSG00000022913","Psmg1",0.434229222851827,5.41118313312682,22.8813344284011,1.72317100676257e-06,1.40307813827819e-05,5.14108741587791,5.25083667808408,5.17333246636715,5.5533103135262,5.71163812471637,5.53718895557441
"ENSMUSG00000025630","Hprt",-0.355150210873077,7.5505298276288,22.865692050356,1.73725180661458e-06,1.41346103378266e-05,7.70395272154182,7.72028181469302,7.71232750098954,7.38814821554532,7.32801681137197,7.38953578085891
"ENSMUSG00000070544","Top1",0.403437848289862,7.94254222794389,22.8609310547535,1.74156037874969e-06,1.41588326205078e-05,7.50385887552339,7.82109299440037,7.83974650113455,8.1478492564409,8.05991140069461,8.17372177030696
"ENSMUSG00000019857","Asf1a",0.486385156224054,4.56397100418388,22.8343419783895,1.76582061029029e-06,1.43451003589205e-05,4.3602078770369,4.33973826502351,4.31721246015729,4.71989468919631,4.79846539135437,4.749099119599
"ENSMUSG00000003948","Mmd",0.496530874799823,4.90810223056754,22.7837044005198,1.81296455036912e-06,1.47168435333017e-05,4.5420845039389,4.69010031507331,4.72469484888023,5.13585908331249,5.08546370133234,5.1435086454304
"ENSMUSG00000039275","Foxk2",0.381249359043169,6.88594447532904,22.7808874107193,1.81562395203815e-06,1.47271892494079e-05,6.58488551907564,6.75137553797842,6.76553701804712,7.09108127210406,7.01258802941256,7.03888755614366
"ENSMUSG00000055932","Fto",0.397643571469005,7.1653663964191,22.7789766995436,1.81743000100341e-06,1.47306026148401e-05,6.76823184551933,7.1453477919743,7.04556590151131,7.30514172962313,7.34531610727188,7.30272480629627
"ENSMUSG00000032939","Nup93",0.362718895429664,7.34249708950396,22.6983965161103,1.89525958296236e-06,1.53497261273585e-05,7.02595261696072,7.24796271604752,7.19435214929262,7.53282298482163,7.4923286071753,7.4892105786793
"ENSMUSG00000054079","Utp18",0.431923868762437,6.8294875719838,22.6793932632052,1.91409616945613e-06,1.54904860471815e-05,6.42640551182733,6.67546309594527,6.68357873897282,7.06088748926547,6.99032753740917,7.0289299297294
"ENSMUSG00000054662","Ano9",-0.998994200099233,3.77501750739438,22.6285852167742,1.96538605559284e-06,1.5893471722566e-05,4.80029873027305,3.63475419883759,3.96794082338103,2.99716363260041,3.21694953098829,3.11840666090457
"ENSMUSG00000026275","Ppp1r7",0.430648441163162,5.91194559562106,22.6209056757435,1.9732574689822e-06,1.59449999431282e-05,5.55706703841519,5.77313748788998,5.70590191611615,6.10538124047109,6.09461064674014,6.12993663243192
"ENSMUSG00000075394","Hoxc4",-0.542448516102581,3.89387915290368,22.5899604097811,2.00529766726027e-06,1.61915986284326e-05,4.33694534550139,4.01444226596425,4.09291807850595,3.55221960636597,3.57233948870592,3.60694347455157
"ENSMUSG00000025500","Lmntd2",-0.972749852053591,3.26327447338706,22.5862726867577,2.00915050954096e-06,1.62103994828973e-05,4.32043547400335,3.33246042140158,3.21056094524748,2.55076404625931,2.67599428628167,2.54914233465258
"ENSMUSG00000117123","Gm49890",-1.18998167439397,4.00202538872148,22.583711605319,2.01183063289777e-06,1.62197171722781e-05,5.20544003068186,3.96709214986885,3.94302826356381,3.19511797462311,3.37623703200523,3.05155128935452
"ENSMUSG00000040717","Il17rd",0.607575397539895,3.26295024339006,22.5667436214638,2.02967812813231e-06,1.63512100110295e-05,3.01569656901051,2.8745620040842,3.16819378203845,3.45625963761242,3.45993789164637,3.46516467997276
"ENSMUSG00000052563","D930048N14Rik",-0.952286571230359,4.32599745039521,22.5538121461389,2.04338646124885e-06,1.64491836706436e-05,5.33202023748034,4.28929551089609,4.37689446906115,3.84105282060364,3.69400270682069,3.59290627268334
"ENSMUSG00000059811","Atl2",-0.355671127690711,6.79401587484435,22.5518062722773,2.04552114274935e-06,1.64539121270776e-05,6.9943342091653,6.95268099106319,6.97972254300227,6.60536767419137,6.57115797512288,6.58357557977633
"ENSMUSG00000006218","Fam131c",0.78245074981423,3.05512651958281,22.5491827058043,2.04831655894558e-06,1.64590683347969e-05,2.48307895073752,2.86598251860888,2.75904591055038,3.34950750544129,3.45484647406408,3.1634278012033
"ENSMUSG00000038286","Bphl",0.530629899624255,4.44851987834548,22.5483002217752,2.04925770878983e-06,1.64590683347969e-05,4.22482420809419,4.3084188200806,4.06349981942636,4.64771169287723,4.70721157632305,4.61198205616239
"ENSMUSG00000109274","Gm45133",-0.628553070891313,3.04248639205108,22.5417633718592,2.05624263646023e-06,1.64902198895012e-05,3.44792825422488,3.36326775915641,3.29736315432376,2.61801062646408,2.77736156060559,2.4796406785996
"ENSMUSG00000015745","Plekho1",0.530753969230193,4.26416804886298,22.5409150041703,2.05715090593762e-06,1.64902198895012e-05,4.06977441602487,4.07896801029589,3.99589531631316,4.54778252506756,4.40329292328784,4.38099219661186
"ENSMUSG00000090946","Ccdc71l",0.569297672712199,3.66572602058385,22.5403197828068,2.05778839508822e-06,1.64902198895012e-05,3.41275953895495,3.42881360195977,3.33067264677212,3.88539773535223,3.93244333510076,3.85450427410387
"ENSMUSG00000029003","Mad2l2",0.496797468629765,4.90903720541066,22.5349604085375,2.06353728127614e-06,1.65238369345561e-05,4.61352031399682,4.80900247982778,4.58674908656688,5.1653821922297,5.10996218659526,5.05070225348382
"ENSMUSG00000027339","Rassf2",0.514314306720772,4.9658152382261,22.5312517131858,2.06752494890005e-06,1.65433109906721e-05,4.59990425176456,4.79551203979708,4.76789361514297,5.02873003343686,5.21156295140789,5.27093333833371
"ENSMUSG00000021796","Bmpr1a",0.405712502396198,6.45425882016089,22.5157434067866,2.08428372746311e-06,1.6664867035972e-05,6.13084858167472,6.34748570862987,6.34012374250945,6.62102432011094,6.63332150344525,6.58239199116927
"ENSMUSG00000048399","Tprg",-0.7024354753153,2.40448771005026,22.5031160716502,2.09802983550282e-06,1.67621707518685e-05,2.85467554463564,2.83114507959859,2.73436733535912,1.96434451540835,1.5370042425199,2.04353696657771
"ENSMUSG00000046694","Tent5b",0.59036687588531,4.53903038529201,22.4978528446036,2.10378619956955e-06,1.6795542377044e-05,4.14670807841934,4.38847674680601,4.29206717809981,4.76953996217968,4.77414489781586,4.72784612888556
"ENSMUSG00000036402","Gng12",-0.354553969005469,7.20690579151402,22.4913044728137,2.11097024356926e-06,1.68402532408969e-05,7.24234820256927,7.43504318397355,7.45569649381642,6.98267646205895,7.04386502660191,7.00350989740355
"ENSMUSG00000069633","Pex11g",-0.68900666033385,2.39447329955937,22.4776173872826,2.12606555508485e-06,1.69479618536524e-05,2.77382856204499,2.74018317690058,2.7508665347193,1.8346514434698,2.05046776710238,1.92901365718321
"ENSMUSG00000034758","Tle6",0.631966084342648,2.82565471886739,22.4635191572566,2.14172753677056e-06,1.70600229408376e-05,2.77382856204499,2.51725368640222,2.50070595650899,2.9032379178679,3.07815737835469,3.05155128935452
"ENSMUSG00000022261","Sdc2",0.520946985493381,4.50103152459298,22.4581178092191,2.14775861303426e-06,1.70952583016515e-05,4.18107890056678,4.27963795185335,4.38484493758735,4.61186960670592,4.73477881580129,4.71710106089797
"ENSMUSG00000029147","Ppm1g",0.397826214130073,8.63498010991268,22.4337395228238,2.17519177800468e-06,1.73006651961868e-05,8.26066838333229,8.52077958675141,8.45885676819982,8.86418494422944,8.76236016119023,8.84259148049779
"ENSMUSG00000058351","Smim4",0.709239851337685,2.4997677298984,22.412909965232,2.19890983764719e-06,1.74762385751422e-05,2.48307895073752,2.12991647204141,2.03228034427144,2.77945920355411,2.74435755304274,2.59681321062667
"ENSMUSG00000037475","Thoc2",-0.498150597419649,7.44809683801195,22.36512249317,2.25430920831198e-06,1.79031546834873e-05,7.81629345619138,7.49678118000136,7.69936919201029,7.17302435204272,7.07489319809607,7.27405382792973
"ENSMUSG00000020387","Jade2",0.374587699508966,6.00786424108343,22.3564778094819,2.26447941583242e-06,1.79705030656433e-05,5.89238277639827,5.79815614143238,5.87818942424049,6.13035528053108,6.13893387451621,6.16119048194377
"ENSMUSG00000029816","Gpnmb",-0.647983603330226,3.11179182443051,22.3503267732375,2.27174393859443e-06,1.80147092043349e-05,3.3812675475965,3.41123075341287,3.52545472755954,2.73773870370509,2.81758235698326,2.52962400937845
